pl_name,hostname,pl_letter,disc_year,discoverymethod,disc_facility,disc_locale,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmasse,pl_bmassprov,pl_radj,pl_rade,pl_dens,pl_eqt,pl_insol,pl_trandep,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_vsin,st_spectype,sy_snum,sy_pnum,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,tran_flag,rv_flag,ttv_flag,ima_flag,pl_controv_flag
Kepler-328 c,Kepler-328,c,2013,Transit,Kepler,Space,295.8092756,40.0084866,73.99950,8.07033,71.31200000000,0.3540000000,0.000000,89.97000,0.12400000,39.40000000,Mass,0.48200000,5.40000000,0.600000,475.00,22.0250,0.21380000,8.7810000,,6064.00,1.060000,1.150000,0.0800,4.440000,0.44013,2.5700,0.993460,,,1,2,2213.19000000,15.7940000,14.1870000,15.6036000,1,0,1,0,0
K2-32 d,K2-32,d,2016,Transit,K2,Space,252.4260080,-19.5430504,0.54581,15.80164,31.71701000000,0.1842200000,0.050000,89.40000,0.02108056,6.70000000,Mass,0.31082220,3.48400000,0.870000,550.00,14.8000,0.15620000,4.8880000,1.53000,5271.00,0.860000,0.830000,-0.0600,4.490000,-0.29607,7.9000,1.832774,0.7000,G9 V,2,4,157.68200000,12.3040000,9.8210000,12.0036000,1,1,0,0,0
K2-32 b,K2-32,b,2016,Transit,K2,Space,252.4260080,-19.5430504,0.54581,15.80164,8.99200000000,0.0795000000,0.030000,89.00000,0.04719528,15.00000000,Mass,0.47274593,5.29900000,0.550000,837.00,79.5000,0.38020000,3.4880000,5.22000,5271.00,0.860000,0.830000,-0.0600,4.490000,-0.29607,7.9000,1.832774,0.7000,G9 V,2,4,157.68200000,12.3040000,9.8210000,12.0036000,1,1,0,0,0
Kepler-299 b,Kepler-299,b,2014,Transit,Kepler,Space,283.2070156,48.5805222,78.26193,19.77727,2.92712800000,0.0400000000,0.000000,89.72000,0.00724000,2.30000000,M-R relationship,0.11800000,1.32000000,5.500000,1258.00,622.0670,0.01702000,2.5460000,,5617.00,1.032000,1.004000,0.1200,4.394000,-0.04352,3.2400,1.090000,,,1,4,1052.24000000,15.2320000,13.4360000,15.0103000,1,0,0,0,0
K2-154 c,K2-154,c,2018,Transit,K2,Space,189.0015173,-2.6696217,295.21370,59.97066,7.95486000000,0.0677000000,,,0.01550000,4.94000000,M-R relationship,0.18467303,2.07000000,3.060000,552.00,20.5000,0.11000000,2.1000000,,4097.00,0.630000,0.650000,0.2100,4.650000,-1.01773,,3.249974,,M0.0 V,1,2,129.35600000,13.8610000,10.3680000,13.3173000,1,0,0,0,0
K2-32 c,K2-32,c,2016,Transit,K2,Space,252.4260080,-19.5430504,0.54581,15.80164,20.66093000000,0.1384300000,0.049000,89.40000,0.02548545,8.10000000,Mass,0.27959723,3.13400000,1.430000,634.00,26.2000,0.13460000,4.3500000,2.15000,5271.00,0.860000,0.830000,-0.0600,4.490000,-0.29607,7.9000,1.832774,0.7000,G9 V,2,4,157.68200000,12.3040000,9.8210000,12.0036000,1,1,0,0,0
Kepler-1821 b,Kepler-1821,b,2021,Transit,Kepler,Space,294.5254573,49.8724840,82.46656,13.45418,16.45809937000,0.1244000000,0.000000,89.90000,0.02280000,7.24000000,M-R relationship,0.23128608,2.59248115,2.280000,644.00,40.6100,0.04358000,1.8214000,,5475.00,0.884000,0.946000,0.1400,4.521000,-0.12374,0.4000,19.061130,,,1,1,799.69900000,14.7950000,13.0580000,14.6369000,1,0,1,0,0
K2-348 b,K2-348,b,2021,Transit,K2,Space,130.8783479,24.4229559,200.78923,34.69497,4.68841800000,,,,0.03360000,10.70000000,M-R relationship,0.29083822,3.26000000,1.700000,908.00,133.0830,0.14690000,2.7500000,,5077.00,0.850000,0.830000,0.1300,4.500000,-0.38844,,1.759139,,,1,2,201.85600000,12.5720000,10.3810000,12.3271000,1,0,0,0,0
HD 164922 b,HD 164922,b,2005,Radial Velocity,W. M. Keck Observatory,Ground,270.6304652,26.3104077,52.29591,21.78318,1207.00000000000,2.1600000000,0.080000,,0.36497499,116.00000000,Msini,1.19000000,13.30000000,0.271000,159.40,0.1578,,,6.70000,5390.00,0.946000,0.926000,0.1800,4.460000,-0.14874,9.5800,1.320237,2.0000,G9 V,1,4,22.00160000,7.0122700,5.1130000,6.7861400,0,1,0,0,0
K2-100 b,K2-100,b,2016,Transit,K2,Space,129.6010863,20.1060074,205.23994,32.19544,1.67390350000,0.0301000000,0.000000,81.27000,0.06859047,21.80000000,Mass,0.34615101,3.88000000,2.040000,1841.00,1915.0000,0.01225000,1.6056000,10.60000,5945.00,1.240000,1.150000,0.2200,4.330000,0.24969,0.7500,0.850000,14.0000,G0 V,1,1,188.95900000,10.6510000,9.1820000,10.4053000,1,1,0,0,0
HIP 71135 b,HIP 71135,b,2019,Radial Velocity,Las Campanas Observatory,Ground,218.2158073,-52.6464757,318.11482,7.20951,87.19000000000,0.3350000000,0.210000,,0.05915112,18.80000000,Msini,0.40600000,4.55000000,1.100000,,,,,3.71000,4146.00,0.681296,0.660000,,4.542010,-0.90800,,2.523406,,M1,1,1,32.33110000,10.5300000,7.2420000,9.9583500,0,1,0,0,0
